protName
"(+)-alpha-pinene synthase, chloroplastic"
AT4G23140.1
AT4G23140.2
AT4G23150.1
AT4G23160.1
AT4G23160.2
AT4G23160.3
AT4G23170.1
AT4G23180.1
AT4G23180.2
AT4G23180.3
AT4G23190.1
AT4G23190.2
AT4G23190.3
AT4G23190.4
AT4G23200.1
AT4G23200.2
AT4G23210.1
AT4G23210.2
AT4G23210.3
AT4G23210.4
AT4G23210.5
AT4G23220.1
AT4G23230.1
AT4G23240.1
AT4G23240.2
AT4G23250.1
AT4G23250.2
AT4G23250.3
AT4G23260.1
AT4G23260.2
AT4G23270.1
AT4G23270.2
AT4G23270.3
AT4G23271.1
AT4G23280.1
AT4G23280.2
AT4G23280.3
AT4G23290.1
AT4G23290.2
AT4G23300.1
AT4G23310.1
AT4G23310.2
AT4G23320.1
AT4G23320.2
AT4G23320.3
AT4G23330.1
AT4G23330.2
AT4G23330.3
AT4G23330.4
AT4G23340.1
AT4G23340.2
AT4G23350.1
AT4G23355.1
AT4G23360.1
AT4G23365.1
AT4G23370.1
AT4G23373.1
AT4G23380.1
AT4G23390.1
AT4G23400.1
AT4G23410.1
AT4G23420.1
AT4G23420.2
AT4G23420.3
AT4G23420.4
AT4G23420.5
AT4G23430.1
AT4G23430.2
AT4G23430.3
AT4G23430.4
AT4G23440.1
AT4G23440.2
AT4G23450.1
AT4G23450.2
AT4G23450.3
AT4G23450.4
AT4G23450.5
AT4G23450.6
AT4G23460.1
AT4G23460.2
AT4G23470.1
AT4G23470.2
AT4G23470.3
AT4G23470.4
AT4G23490.1
AT4G23493.1
AT4G23496.1
AT4G23500.1
AT4G23510.1
AT4G23510.2
AT4G23510.3
AT4G23515.1
AT4G23515.2
AT4G23520.1
AT4G23530.1
AT4G23540.1
AT4G23550.1
AT4G23560.1
AT4G23570.1
AT4G23570.2
AT4G23570.3
AT4G23580.1
AT4G23590.1
AT4G23600.1
AT4G23600.2
AT4G23600.3
AT4G23610.1
AT4G23620.1
AT4G23620.2
AT4G23630.1
AT4G23630.2
AT4G23640.1
AT4G23650.1
AT4G23660.1
AT4G23660.2
AT4G23660.3
AT4G23660.4
AT4G23660.5
AT4G23670 protein
AT4G23670.1
AT4G23680.1
AT4G23690.1
AT4G23700.1
AT4G23700.2
AT4G23710.1
AT4G23720.1
AT4G23730.1
AT4G23730.2
AT4G23730.3
AT4G23740.1
AT4G23740.2
AT4G23750.1
AT4G23750.2
AT4G23760.1
AT4G23770.1
AT4G23770.2
AT4G23780.1
AT4G23780.2
AT4G23790.1
AT4G23800.1
AT4G23800.2
AT4G23810.1
AT4G23820.1
AT4G23840.1
AT4G23850-MONOMER
AT4G23850.1
AT4G23860.1
AT4G23860.2
AT4G23860.3
AT4G23860.4
AT4G23870.1
AT4G23880.1
AT4G23882.1
AT4G23885.1
AT4G23890.1
AT4G23895.1
AT4G23895.2
AT4G23895.3
AT4G23895.4
AT4G23900.1
AT4G23910.1
AT4G23910.2
AT4G23920.1
AT4G23930.1
AT4G23930.2
AT4G23940.1
AT4G23950.1
AT4G23950.2
AT4G23960.1
AT4G23960.2
AT4G23970.1
AT4G23980.1
AT4G23980.2
AT4G23990.1
AT4G23990.2
AT4G24000.1
AT4G24000.2
AT4G24010.1
AT4G24015.1
AT4G24020.1
AT4G24020.2
AT4G24026.1
AT4G24030.1
AT4G24050.1
AT4G24050.2
AT4G24060.1
AT4G24070.1
AT4G24080.1
AT4G24080.2
AT4G24090.1
AT4G24100.1
AT4G24100.2
AT4G24100.3
AT4G24100.4
AT4G24110.1
AT4G24120.1
AT4G24130.1
AT4G24140.1
AT4G24150.1
AT4G24150.2
AT4G24150.3
AT4G24160.2
AT4G24170.1
AT4G24170.2
AT4G24175.1
AT4G24175.2
AT4G24180.1
AT4G24180.2
AT4G24180.3
AT4G24180.4
AT4G24180.5
AT4G24180.6
AT4G24190.1
AT4G24190.2
AT4G24200.1
AT4G24200.2
AT4G24204.1
AT4G24204.2
AT4G24204.3
AT4G24210.1
AT4G24220.1
AT4G24220.2
AT4G24230.1
AT4G24230.2
AT4G24230.3
AT4G24230.4
AT4G24230.5
AT4G24230.6
AT4G24231.1
AT4G24240.1
AT4G24240.2
AT4G24250.1
AT4G24250.2
AT4G24260.1
AT4G24260.2
AT4G24260.3
AT4G24265.1
AT4G24265.2
AT4G24265.3
AT4G24270.1
AT4G24270.2
AT4G24270.3
AT4G24270.4
AT4G24275.1
AT4G24280.1
AT4G24290.1
AT4G24290.2
AT4G24290.3
AT4G24300.1
AT4G24310.1
AT4G24320.1
AT4G24330.1
AT4G24340.1
AT4G24350.1
AT4G24350.2
AT4G24350.3
AT4G24350.4
AT4G24370.1
AT4G24380.1
AT4G24380.2
AT4G24380.3
AT4G24380.4
AT4G24380.5
AT4G24380.6
AT4G24390.1
AT4G24390.2
AT4G24400.1
AT4G24400.2
AT4G24410.1
AT4G24413.1
AT4G24420.1
AT4G24420.2
AT4G24420.3
AT4G24430.1
AT4G24430.2
AT4G24440.1
AT4G24440.2
AT4G24450.2
AT4G24450.3
AT4G24460.1
AT4G24460.2
AT4G24460.3
AT4G24460.4
AT4G24470.1
AT4G24470.2
AT4G24470.3
AT4G24480.1
AT4G24480.2
AT4G24480.3
AT4G24490.1
AT4G24490.2
AT4G24500.1
AT4G24500.2
AT4G24500.3
AT4G24510.1
AT4G24520.1
AT4G24520.2
AT4G24530.1
AT4G24540.1
AT4G24550.1
AT4G24550.2
AT4G24550.3
AT4G24560.1
AT4G24570.1
AT4G24580.1
AT4G24580.2
AT4G24580.3
AT4G24590.1
AT4G24590.2
AT4G24590.3
AT4G24590.4
AT4G24590.5
AT4G24600.1
AT4G24610.1
AT4G24610.2
AT4G24610.3
AT4G24610.4
AT4G24615.1
AT4G24620.1
AT4G24620.2
AT4G24630.1
AT4G24640.1
AT4G24644.1
AT4G24650.1
AT4G24660.1
AT4G24660.2
AT4G24670.1
AT4G24670.2
AT4G24680.1
AT4G24680.2
AT4G24680.3
AT4G24680.4
AT4G24680.5
AT4G24690.1
AT4G24700.1
AT4G24710.1
AT4G24710.2
AT4G24710.3
AT4G24710.4
AT4G24715.1
AT4G24730.1
AT4G24730.2
AT4G24740.1
AT4G24740.10
AT4G24740.2
AT4G24740.3
AT4G24740.4
AT4G24740.5
AT4G24740.6
AT4G24740.7
AT4G24740.8
AT4G24740.9
AT4G24750.1
AT4G24760.1
AT4G24770.1
AT4G24770.2
AT4G24780.1
AT4G24780.2
AT4G24790.1
AT4G24790.2
AT4G24790.3
AT4G24790.4
AT4G24790.5
AT4G24800.1
AT4G24800.2
AT4G24800.3
AT4G24800.4
AT4G24805.1
AT4G24810.1
AT4G24810.2
AT4G24810.3
AT4G24810.4
AT4G24810.5
AT4G24810.6
AT4G24820.1
AT4G24820.2
AT4G24830
AT4G24830.2
AT4G24840.1
AT4G24860.1
AT4G24860.2
AT4G24860.3
AT4G24860.4
AT4G24880.1
AT4G24880.2
AT4G24890.1
AT4G24900.1
AT4G24900.2
AT4G24910.1
AT4G24920.1
AT4G24920.2
AT4G24930.1
AT4G24940.1
AT4G24950.1
AT4G24960.1
AT4G24960.2
AT4G24960.3
AT4G24970.1
AT4G24972.1
AT4G24973.1
AT4G24974.1
AT4G24975.1
AT4G24980.1
AT4G24990.1
AT4G24990.2
AT4G25000.1
AT4G25010.1
AT4G25020.1
AT4G25030 protein
AT4G25030.1
AT4G25030.2
AT4G25040.1
AT4G25050.1
AT4G25050.2
AT4G25070.1
AT4G25070.2
AT4G25080.1
AT4G25080.2
AT4G25080.3
AT4G25080.4
AT4G25080.5
AT4G25080.6
AT4G25090.1
AT4G25090.2
AT4G25100.1
AT4G25100.2
AT4G25100.3
AT4G25100.4
AT4G25100.5
AT4G25110.1
AT4G25110.2
AT4G25120.1
AT4G25130.1
AT4G25140.1
AT4G25150
AT4G25160.1
AT4G25170.1
AT4G25170.2
AT4G25180.1
AT4G25190.1
AT4G25190.2
AT4G25200.1
AT4G25210.1
AT4G25220.1
AT4G25225.1
AT4G25225.2
AT4G25230.1
AT4G25230.2
AT4G25230.3
AT4G25240.1
AT4G25240.2
AT4G25250.1
AT4G25260.1
AT4G25270.1
AT4G25280.1
AT4G25280.2
AT4G25290.1
AT4G25300.1
AT4G25300.2
AT4G25310.1
AT4G25310.2
AT4G25315.1
AT4G25315.2
AT4G25315.3
AT4G25320.1
AT4G25330.1
AT4G25340.1
AT4G25340.2
AT4G25350.1
AT4G25360.1
AT4G25360.2
AT4G25370.1
AT4G25380.1
AT4G25390.1
AT4G25390.2
AT4G25400.1
AT4G25400.2
AT4G25410.1
AT4G25420.1
AT4G25420.2
AT4G25430.1
AT4G25433.1
AT4G25434.1
AT4G25434.10
AT4G25434.11
AT4G25434.12
AT4G25434.13
AT4G25434.2
AT4G25434.3
AT4G25434.4
AT4G25434.5
AT4G25434.6
AT4G25434.7
AT4G25434.9
AT4G25440.1
AT4G25440.2
AT4G25440.3
AT4G25450.1
AT4G25450.2
AT4G25450.3
AT4G25470.1
AT4G25480.1
AT4G25490.1
AT4G25500.1
AT4G25500.2
AT4G25500.3
AT4G25500.4
AT4G25500.5
AT4G25500.6
AT4G25500.7
AT4G25500.8
AT4G25510.1
AT4G25515.1
AT4G25520.1
AT4G25520.2
AT4G25530.1
AT4G25540.1
AT4G25550.1
AT4G25560.1
AT4G25560.2
AT4G25570.1
AT4G25570.2
AT4G25580.1
AT4G25580.2
AT4G25590.1
AT4G25590.2
AT4G25600.1
AT4G25600.2
AT4G25600.3
AT4G25600.4
AT4G25610.1
AT4G25610.2
AT4G25610.3
AT4G25620.1
AT4G25630.1
AT4G25640.1
AT4G25640.2
AT4G25640.3
AT4G25650.1
AT4G25650.2
AT4G25660.1
AT4G25670.1
AT4G25670.2
AT4G25680.1
AT4G25690 protein
AT4G25690.1
AT4G25690.2
AT4G25700.1
AT4G25700.2
AT4G25700.3
AT4G25707.1
AT4G25707.2
AT4G25710.1
AT4G25710.2
AT4G25720 protein
AT4G25720.1
AT4G25720.2
AT4G25720.3
AT4G25720.4
AT4G25720.5
AT4G25730.1
AT4G25740.1
AT4G25740.2
AT4G25750.1
AT4G25760.1
AT4G25770.1
AT4G25770.2
AT4G25780.1
AT4G25790.1
AT4G25800.1
AT4G25800.2
AT4G25810.1
AT4G25820.1
AT4G25830.1
AT4G25835.1
AT4G25845.1
AT4G25850.1
AT4G25850.2
AT4G25850.3
AT4G25860.1
AT4G25860.2
AT4G25870.1
AT4G25880.1
AT4G25880.2
AT4G25880.3
AT4G25880.4
AT4G25880.5
AT4G25890.1
AT4G25900.1
AT4G25910.1
AT4G25920.1
AT4G25930.1
AT4G25940.1
AT4G25950.1
AT4G25950.2
AT4G25960.1
AT4G25970.1
AT4G25980.2
AT4G25990.1
AT4G25990.2
AT4G25990.3
AT4G26000.1
AT4G26010.1
AT4G26010.2
AT4G26020.1
AT4G26020.2
AT4G26020.3
AT4G26030.1
AT4G26040.1
AT4G26050.1
AT4G26055.1
AT4G26060.1
AT4G26070.1
AT4G26070.2
AT4G26070.3
AT4G26070.4
AT4G26070.5
AT4G26080.1
AT4G26090.1
AT4G26100.1
AT4G26110.1
AT4G26110.2
AT4G26120.1
AT4G26120.2
AT4G26130.1
AT4G26140.1
AT4G26140.2
AT4G26140.3
AT4G26140.4
AT4G26140.5
AT4G26140.6
AT4G26140.7
AT4G26140.8
AT4G26140.9
AT4G26145.1
AT4G26150.1
AT4G26160.1
AT4G26170.1
AT4G26180.1
AT4G26180.2
AT4G26190.1
AT4G26190.2
AT4G26190.3
AT4G26190.4
AT4G26190.5
AT4G26200.1
AT4G26210.1
AT4G26210.2
AT4G26220.1
AT4G26230.1
AT4G26240.1
AT4G26250.1
AT4G26260-MONOMER
AT4G26260.1
AT4G26260.2
AT4G26270.1
AT4G26280.1
AT4G26288.1
AT4G26290.1
AT4G26300.1
AT4G26300.2
AT4G26300.3
AT4G26300.4
AT4G26300.5
AT4G26310.1
AT4G26310.2
AT4G26320.1
AT4G26330.1
AT4G26330.2
AT4G26340.1
AT4G26350.1
AT4G26370.1
AT4G26370.2
AT4G26370.3
AT4G26380.1
AT4G26390.1
AT4G26400 protein
AT4G26400.1
AT4G26400.2
AT4G26410.1
AT4G26415.1
AT4G26420.1
AT4G26420.2
AT4G26420.3
AT4G26430.1
AT4G26440.1
AT4G26450.1
AT4G26450.2
AT4G26455.1
AT4G26460.1
AT4G26460.2
AT4G26466.1
AT4G26470.1
AT4G26470.2
AT4G26470.3
AT4G26480.1
AT4G26480.2
AT4G26480.3
AT4G26483.1
AT4G26485.1
AT4G26490.1
AT4G26500.1
AT4G26510.1
AT4G26510.2
AT4G26510.3
AT4G26510.4
AT4G26520.1
AT4G26520.2
AT4G26520.3
AT4G26520.4
AT4G26530.1
AT4G26530.2
AT4G26530.3
AT4G26540.1
AT4G26550.1
AT4G26550.2
AT4G26555.1
AT4G26555.2
AT4G26555.3
AT4G26560.1
AT4G26570.1
AT4G26570.2
AT4G26580.1
AT4G26580.2
AT4G26590.1
AT4G26600.1
AT4G26600.2
AT4G26600.3
AT4G26600.4
AT4G26600.5
AT4G26600.6
AT4G26600.7
AT4G26600.8
AT4G26610.1
AT4G26620.1
AT4G26630.1
AT4G26630.2
AT4G26640.1
AT4G26640.2
AT4G26640.3
AT4G26640.4
AT4G26640.5
AT4G26640.6
AT4G26640.7
AT4G26650.1
AT4G26650.2
AT4G26660.1
AT4G26670.1
AT4G26680.1
AT4G26680.2
AT4G26690.1
AT4G26700 protein
AT4G26700.1
AT4G26700.2
AT4G26700.3
AT4G26700.4
AT4G26700.5
AT4G26700.6
AT4G26700.7
AT4G26701.1
AT4G26710.1
AT4G26710.2
AT4G26720.1
AT4G26730.1
AT4G26740.1
AT4G26750.1
AT4G26760.1
AT4G26770.1
AT4G26780.1
AT4G26790.1
AT4G26790.2
AT4G26800.1
AT4G26800.2
AT4G26800.3
AT4G26810.1
AT4G26810.2
AT4G26820.1
AT4G26830.1
AT4G26830.2
AT4G26840.1
AT4G26850.1
AT4G26860.1
AT4G26860.2
AT4G26870.1
AT4G26880.1
AT4G26890.1
AT4G26910.1
AT4G26910.2
AT4G26910.3
AT4G26920.1
AT4G26930.1
AT4G26940.1
AT4G26940.2
AT4G26950.1
AT4G26950.2
AT4G26960.1
AT4G26965.1
AT4G26965.2
AT4G26980.1
AT4G26990.1
AT4G27000.1
AT4G27010.1
AT4G27010.2
AT4G27020.1
AT4G27030.1
AT4G27040.1
AT4G27040.2
AT4G27040.3
AT4G27040.4
AT4G27040.5
AT4G27040.6
AT4G27050.1
AT4G27050.2
AT4G27050.3
AT4G27050.4
AT4G27050.5
AT4G27060.1
AT4G27070.1
AT4G27080.1
AT4G27080.2
AT4G27090.1
AT4G27100.1
AT4G27100.2
AT4G27110.1
AT4G27120.1
AT4G27120.2
AT4G27120.3
AT4G27130.1
AT4G27140.1
AT4G27150.1
AT4G27160.1
AT4G27170.1
AT4G27180.1
AT4G27180.2
AT4G27190.1
AT4G27220.1
AT4G27220.2
AT4G27230.1
AT4G27230.2
AT4G27240.1
AT4G27240.2
AT4G27250.1
AT4G27250.2
AT4G27260.1
AT4G27270.1
AT4G27270.2
AT4G27270.3
AT4G27270.4
AT4G27280.1
AT4G27290.1
AT4G27290.2
AT4G27300.1
AT4G27310.1
AT4G27320.1
AT4G27320.2
AT4G27330.1
AT4G27340.1
AT4G27340.2
AT4G27340.3
AT4G27350.1
AT4G27360.1
AT4G27370.1
AT4G27370.2
AT4G27370.3
AT4G27370.4
AT4G27380.1
AT4G27390.1
AT4G27400.1
AT4G27410.1
AT4G27410.2
AT4G27410.3
AT4G27415.1
AT4G27415.2
AT4G27420.1
AT4G27430.1
AT4G27430.2
AT4G27435.1
AT4G27440.1
AT4G27440.2
AT4G27450.1
AT4G27460.1
AT4G27470.1
AT4G27480.1
AT4G27480.2
AT4G27480.3
AT4G27490.1
AT4G27490.2
AT4G27490.3
AT4G27490.4
AT4G27490.5
AT4G27490.6
AT4G27490.7
AT4G27500.1
AT4G27500.2
AT4G27510.1
AT4G27510.2
AT4G27520.1
AT4G27530.1
AT4G27540.1
AT4G27540.2
AT4G27550.1
AT4G27550.2
AT4G27560.1
AT4G27565.1
AT4G27570.1
AT4G27580.1
AT4G27585.1
AT4G27590.1
AT4G27590.2
AT4G27595.1
AT4G27595.2
AT4G27600.1
AT4G27610.1
AT4G27610.2
AT4G27610.3
AT4G27610.4
AT4G27610.5
AT4G27610.6
AT4G27610.7
AT4G27610.8
AT4G27610.9
AT4G27620.1
AT4G27620.2
AT4G27620.3
AT4G27630.1
AT4G27630.2
AT4G27630.3
AT4G27630.4
AT4G27630.5
AT4G27630.6
AT4G27630.7
AT4G27640.1
AT4G27650.1
AT4G27650.2
AT4G27650.3
AT4G27652.1
AT4G27654.1
AT4G27657.1
AT4G27660.1
AT4G27670.1
AT4G27680.1
AT4G27690.1
AT4G27690.2
AT4G27700.1
AT4G27710
AT4G27710.2
AT4G27720.1
AT4G27730.1
AT4G27740.1
AT4G27745.1
AT4G27745.2
AT4G27745.3
AT4G27745.4
AT4G27750.1
AT4G27760.1
AT4G27780.1
AT4G27780.2
AT4G27790.1
AT4G27790.2
AT4G27800.1
AT4G27800.2
AT4G27800.3
AT4G27810.1
AT4G27820.1
AT4G27820.2
AT4G27820.3
AT4G27830.1
AT4G27830.2
AT4G27840.1
AT4G27845.1
AT4G27850.1
AT4G27860.1
AT4G27860.2
AT4G27860.3
AT4G27860.4
AT4G27870.1
AT4G27870.2
AT4G27880.1
AT4G27890.1
AT4G27900.1
AT4G27900.2
AT4G27910.1
AT4G27920.1
AT4G27940.1
AT4G27950.1
AT4G27960.1
AT4G27960.2
AT4G27970.1
AT4G27970.2
AT4G27970.3
AT4G27970.4
AT4G27970.5
AT4G27970.6
AT4G27980.1
AT4G27980.2
AT4G27980.3
AT4G27990.1
AT4G28000.1
AT4G28000.2
AT4G28000.3
AT4G28005.1
AT4G28010.1
AT4G28020.1
AT4G28020.2
AT4G28020.3
AT4G28020.4
AT4G28025.1
AT4G28025.2
AT4G28030 protein
AT4G28030.1
AT4G28030.2
AT4G28040.1
AT4G28040.2
AT4G28040.3
AT4G28040.4
AT4G28040.5
AT4G28050.1
AT4G28060.1
AT4G28068.1
AT4G28070.1
AT4G28070.2
AT4G28080.1
AT4G28085.1
AT4G28085.2
AT4G28088.1
AT4G28090.1
AT4G28100.1
AT4G28110.1
AT4G28110.2
AT4G28130.1
AT4G28140.1
AT4G28150.1
AT4G28150.2
AT4G28150.3
AT4G28160.1
AT4G28170.1
AT4G28180.1
AT4G28190.1
AT4G28190.2
AT4G28200.1
AT4G28210.1
AT4G28220.1
AT4G28220.2
AT4G28230.1
AT4G28240.1
AT4G28250.1
AT4G28250.2
AT4G28250.3
AT4G28250.4
AT4G28260.1
AT4G28260.2
AT4G28270.1
AT4G28280.1
AT4G28280.2
AT4G28280.3
AT4G28290.1
AT4G28290.2
AT4G28300.1
AT4G28300.2
AT4G28310.1
AT4G28320.1
AT4G28330.1
AT4G28340.1
AT4G28350.1
AT4G28360.1
AT4G28365.1
AT4G28370.1
AT4G28370.2
AT4G28370.3
AT4G28370.4
AT4G28380.1
AT4G28390.1
AT4G28390.2
AT4G28395.1
AT4G28397.1
AT4G28397.2
AT4G28400.1
AT4G28400.2
AT4G28400.3
AT4G28405.1
AT4G28410-MONOMER
AT4G28410.1
AT4G28410.2
AT4G28420.1
AT4G28420.2
AT4G28430.1
AT4G28440.1
AT4G28450.1
AT4G28460.1
AT4G28470.1
AT4G28480.1
AT4G28480.2
AT4G28485.1
AT4G28485.2
AT4G28490.1
AT4G28500.1
AT4G28510.1
AT4G28520.1
AT4G28520.2
AT4G28520.3
AT4G28520.4
AT4G28520.5
AT4G28530.1
AT4G28530.2
AT4G28540.1
AT4G28550.1
AT4G28550.2
AT4G28550.3
AT4G28556.1
AT4G28556.2
AT4G28560.1
AT4G28570.1
AT4G28570.2
AT4G28580.1
AT4G28590.1
AT4G28600.1
AT4G28600.2
AT4G28600.3
AT4G28610.1
AT4G28620.1
AT4G28630.1
AT4G28640.1
AT4G28640.2
AT4G28640.3
AT4G28650.1
AT4G28660.1
AT4G28660.2
AT4G28670.1
AT4G28680-MONOMER
AT4G28680.1
AT4G28680.2
AT4G28680.3
AT4G28680.4
AT4G28680.5
AT4G28680.6
AT4G28680.7
AT4G28690.1
AT4G28690.2
AT4G28700.1
AT4G28703.1
AT4G28706.1
AT4G28706.2
AT4G28706.3
AT4G28706.4
AT4G28710.1
AT4G28720.1
AT4G28730.1
AT4G28730.2
AT4G28740.1
AT4G28750.1
AT4G28755.1
AT4G28760.1
AT4G28760.2
AT4G28770.1
AT4G28770.2
AT4G28775.1
AT4G28780.1
AT4G28790.1
AT4G28790.2
AT4G28790.3
AT4G28790.4
AT4G28790.5
AT4G28790.6
AT4G28790.7
AT4G28790.8
AT4G28800.1
AT4G28800.2
AT4G28811.1
AT4G28815.1
AT4G28815.2
AT4G28820.1
AT4G28820.2
AT4G28820.3
AT4G28820.4
AT4G28820.5
AT4G28820.6
AT4G28830 protein
AT4G28830.1
AT4G28830.2
AT4G28830.3
AT4G28830.4
AT4G28840.1
AT4G28840.2
AT4G28840.3
AT4G28850.1
AT4G28860.1
AT4G28860.2
AT4G28870.1
AT4G28880.1
AT4G28880.2
AT4G28880.3
AT4G28880.4
AT4G28890.1
AT4G28910.1
AT4G28910.2
AT4G28910.3
AT4G28920.1
AT4G28930.1
AT4G28940.1
AT4G28940.2
AT4G28950.1
AT4G28980.1
AT4G28980.2
AT4G28980.3
AT4G28990.1
AT4G28990.2
AT4G29000.1
AT4G29010-MONOMER
AT4G29010.1
AT4G29020.1
AT4G29020.2
AT4G29030.1
AT4G29033.1
AT4G29035.1
AT4G29037.1
AT4G29040.1
AT4G29050.1
AT4G29050.2
AT4G29060.1
AT4G29060.2
AT4G29070.1
AT4G29070.2
AT4G29080.1
AT4G29090.1
AT4G29100.1
AT4G29100.2
AT4G29103.1
AT4G29110.1
AT4G29120
AT4G29140.1
AT4G29150.1
AT4G29160.1
AT4G29160.2
AT4G29160.3
AT4G29170.1
AT4G29170.2
AT4G29170.3
AT4G29180.1
AT4G29180.2
AT4G29180.3
AT4G29190.1
AT4G29200.1
AT4G29210.1
AT4G29210.2
AT4G29220.1
AT4G29230.1
AT4G29230.2
AT4G29230.3
AT4G29240.1
AT4G29240.2
AT4G29250.1
AT4G29260
AT4G29270
AT4G29273.1
AT4G29280.1
AT4G29283.1
AT4G29285.1
AT4G29290.1
AT4G29300.1
AT4G29305.1
AT4G29310.1
AT4G29310.2
AT4G29330.1
AT4G29330.2
AT4G29340.1
AT4G29350.1
AT4G29360.1
AT4G29360.2
AT4G29370.1
AT4G29380.1
AT4G29380.2
AT4G29390.1
AT4G29400.1
AT4G29410.1
AT4G29410.2
AT4G29420.1
AT4G29430.1
AT4G29440.1
AT4G29440.2
AT4G29450.1
AT4G29460.1
AT4G29470.1
AT4G29470.2
AT4G29480.1
AT4G29490.1
AT4G29510.1
AT4G29520.1
AT4G29530.2
AT4G29540
AT4G29540.1
AT4G29540.3
AT4G29540.4
AT4G29548.1
AT4G29550.1
AT4G29550.2
AT4G29550.3
AT4G29560.1
AT4G29570.1
AT4G29580.1
AT4G29580.2
AT4G29590.1
AT4G29600.1
AT4G29610.1
AT4G29620.1
AT4G29630.1
AT4G29640.1
AT4G29650.1
AT4G29654.1
AT4G29658.1
AT4G29658.2
AT4G29660.1
AT4G29670.1
AT4G29670.2
AT4G29710.1
AT4G29720.1
AT4G29730.1
AT4G29730.2
AT4G29730.3
AT4G29735.1
AT4G29735.2
AT4G29740.1
AT4G29740.2
AT4G29740.3
AT4G29750.1
AT4G29750.2
AT4G29760.1
AT4G29760.2
AT4G29770.1
AT4G29770.2
AT4G29780.1
AT4G29790.1
AT4G29800.1
AT4G29800.2
AT4G29810.1
AT4G29810.2
AT4G29810.3
AT4G29820.1
AT4G29830.1
AT4G29840.1
AT4G29850.1
AT4G29860.1
AT4G29870.1
AT4G29880.1
AT4G29890
AT4G29900.1
AT4G29900.2
AT4G29905.1
AT4G29910.1
AT4G29910.2
AT4G29920.1
AT4G29920.2
AT4G29930.1
AT4G29930.2
AT4G29930.3
AT4G29930.4
AT4G29930.5
AT4G29930.6
AT4G29930.7
AT4G29940.1
AT4G29940.2
AT4G29950.1
AT4G29950.2
AT4G29950.3
AT4G29960.1
AT4G29970.1
AT4G29980.1
AT4G29990.1
AT4G29990.2
AT4G30000.1
AT4G30000.2
AT4G30010.1
AT4G30020.1
AT4G30020.2
AT4G30020.3
AT4G30020.4
AT4G30030.1
AT4G30040.1
AT4G30050.1
AT4G30060.1
AT4G30060.2
AT4G30064.1
AT4G30067.1
AT4G30070.1
AT4G30074.1
AT4G30080.1
AT4G30090.1
AT4G30097.1
AT4G30100.1
AT4G30100.2
AT4G30110
AT4G30110.2
AT4G30120.1
AT4G30120.2
AT4G30130.1
AT4G30130.2
AT4G30130.3
AT4G30130.4
AT4G30140.1
AT4G30150.1
AT4G30150.2
AT4G30160.1
AT4G30160.2
AT4G30160.3
AT4G30160.4
AT4G30180.1
AT4G30190.1
AT4G30190.2
AT4G30200.1
AT4G30200.2
AT4G30200.3
AT4G30200.4
AT4G30210.1
AT4G30210.2
AT4G30210.3
AT4G30220.1
AT4G30220.2
AT4G30230.1
AT4G30240.1
AT4G30250.1
AT4G30250.2
AT4G30260.1
AT4G30260.2
AT4G30260.3
AT4G30270.1
AT4G30280.1
AT4G30290.1
AT4G30300.1
AT4G30310.1
AT4G30310.2
AT4G30310.3
AT4G30310.4
AT4G30320.1
AT4G30330.1
AT4G30340.1
AT4G30340.2
AT4G30350.1
AT4G30360.1
AT4G30370.1
AT4G30380.1
AT4G30380.2
AT4G30390.1
AT4G30400.1
AT4G30410.1
AT4G30410.2
AT4G30420.1
AT4G30420.2
AT4G30430.1
AT4G30440.1
AT4G30450.1
AT4G30460.1
AT4G30480 protein
AT4G30480.1
AT4G30480.2
AT4G30480.3
AT4G30490.1
AT4G30500.1
AT4G30510.1
AT4G30510.2
AT4G30520.1
AT4G30530-MONOMER
AT4G30530.1
AT4G30540.1
AT4G30550.1
AT4G30560.1
AT4G30560.2
AT4G30560.3
AT4G30560.4
AT4G30560.5
AT4G30570.1
AT4G30580.1
AT4G30590.1
AT4G30600.1
AT4G30600.2
AT4G30610.1
AT4G30620.1
AT4G30630.1
AT4G30630.2
AT4G30640.1
AT4G30650.1
AT4G30660.1
AT4G30660.2
AT4G30662.1
AT4G30670.1
AT4G30680.1
AT4G30690.1
AT4G30690.2
AT4G30700.1
AT4G30710.1
AT4G30710.2
AT4G30710.3
AT4G30710.4
AT4G30720.1
AT4G30730.1
AT4G30730.2
AT4G30740.1
AT4G30750.1
AT4G30760.1
AT4G30760.2
AT4G30770.1
AT4G30780.1
AT4G30790.1
AT4G30800.1
AT4G30810.1
AT4G30820.1
AT4G30820.10
AT4G30820.11
AT4G30820.12
AT4G30820.13
AT4G30820.14
AT4G30820.15
AT4G30820.16
AT4G30820.17
AT4G30820.18
AT4G30820.19
AT4G30820.2
AT4G30820.20
AT4G30820.21
AT4G30820.22
AT4G30820.23
AT4G30820.24
AT4G30820.25
AT4G30820.26
AT4G30820.27
AT4G30820.3
AT4G30820.4
AT4G30820.5
AT4G30820.6
AT4G30820.7
AT4G30820.8
AT4G30820.9
AT4G30825.1
AT4G30830.1
AT4G30830.2
AT4G30840.1
AT4G30845.1
AT4G30850.1
AT4G30850.2
AT4G30860.1
AT4G30870.1
AT4G30880.1
AT4G30890.1
AT4G30890.2
AT4G30890.3
AT4G30900.1
AT4G30900.2
AT4G30900.3
AT4G30910.1
AT4G30910.2
AT4G30920.1
AT4G30930.1
